gotu	covered_length	total_length	coverage_ratio	strain
G001807655	201434	1914489	0.10521554315537984	Lactobacillus sp. HMSC24D01 ASM180765v1
G000159215	199060	1867005	0.10661996084638231	Lactobacillus fermentum ATCC 14931
G001039735	198535	1971838	0.10068524899104288	Lactobacillus fermentum L930BB
G001854105	198108	2098685	0.0943962528916917	Lactobacillus fermentum 47-7
G000496435	196776	2011311	0.097834695877465	Lactobacillus fermentum NB-22
G000308055	194943	1864179	0.10457311234597107	Actinomyces sp. ph3 ASM30805v1
G001070095	194315	1916254	0.10140357176031987	Streptomyces cattleya 1093_SCAT
G000318335	194065	1901306	0.10206931446069176	Actinomyces sp. oral taxon 181 str. F0379
G001683355	190727	3303745	0.05773054518432869	Prevotella scopos JCM 17725 W2052
G000162395	189751	2026518	0.09363400670509711	Lactobacillus fermentum 28-3-CHN
G001427085	185865	4801179	0.038712366275033695	Sphingopyxis sp. Root1497 Root1497
G000284375	183800	9207384	0.019962239002956756	Bradyrhizobium japonicum USDA 6 ASM28437v1
G001070855	180415	1923996	0.09377098497086273	Trueperella pyogenes 331_TPYO
G000221145	180054	2430672	0.07407581113371117	[Propionibacterium] namnetense SK182B-JCVI
G000803645	176869	5202172	0.033999068081562854	Sphingopyxis fribergensis Kp5.2
G000314675	175244	5261968	0.03330388934330274	Afipia broomeae ATCC 49717
G001010185	175049	1829655	0.0956732280129314	Lactobacillus fermentum 39
G000565075	174061	1604536	0.10848058254847508	Atopobium sp. BS2 AspBS2v1.0
G000019945	172948	5848997	0.029568830348177644	Methylobacterium populi BJ001
G001553935	171801	3042917	0.05645931190367664	Actinomyces oris T14V
G001010245	169605	1822484	0.09306254540506254	Lactobacillus fermentum 90 TC-4
G000763765	167857	2639435	0.06359580743606112	Rothia dentocariosa C6D
G000186425	165451	3151925	0.05249204851003752	Lautropia mirabilis ATCC 51599
G000072485	164317	4851126	0.033871929939564546	Stenotrophomonas maltophilia K279a
G000564995	162455	1557083	0.10433290967790414	Atopobium sp. ICM42b AspICM42bv1.0
G001643095	160548	7020557	0.022868270993312925	Methylobacterium populi CD11_7
G000758945	156244	1527867	0.10226282785085351	Atopobium parvulum DNF00906
G000315525	153803	5532579	0.027799512668504146	Sphingobium yanoikuyae ATCC 51230
G000959245	152374	7189071	0.021195228145611582	Burkholderia ubonensis MSMB22
G000272005	150693	3491709	0.04315737651677159	Alishewanella agri BL06
G001055885	150632	1997176	0.07542249656514999	Haemophilus parainfluenzae 209_HPAR
G001908185	149420	8705449	0.017163962479132322	Bradyrhizobium sp. AS23.2 ASM190818v1
G001283625	149189	951382	0.1568129310834134	Escherichia coli 401686
G001368755	147611	1950408	0.07568211369108412	Lactobacillus fermentum 222
G000016565	146065	5072807	0.028793723080732227	Pseudomonas mendocina ymp
G001468395	143440	4309020	0.03328831149542123	Sphingopyxis sp. H073 ASM146839v1
G000234115	142382	2593873	0.05489166200504034	Alloprevotella rava F0323
G000261285	136574	2101432	0.0649909204770842	Haemophilus parainfluenzae HK2019
G001679325	135162	2129377	0.06347490369248845	Haemophilus parainfluenzae CCUG 62654
G000259485	134126	2107814	0.06363274937921468	Haemophilus parainfluenzae HK262
G001314325	134010	5748623	0.023311669594614223	Sphingopyxis macrogoltabida 203
G001982185	131793	1915262	0.06881199543456717	Lactobacillus fermentum RI-508
G000164675	129161	2153652	0.05997301328162582	Streptococcus parasanguinis ATCC 15912
G900011245	127319	7547693	0.01686859812660637	Bradyrhizobium sp. BF49.v1
G001436835	127071	1900053	0.06687760815093052	Lactobacillus fermentum DSM 20055
G001278035	127020	4664213	0.027232890093141116	Sphingopyxis sp. 113P3 ASM127803v1
G001641695	123401	8679329	0.01421780416435418	Bradyrhizobium neotropicale BR 10247
G001057055	121481	2354316	0.05159927554330005	Cellulomonas flavigena 493_CFLA
G000739375	118464	6062703	0.019539799327131808	Comamonas testosteroni TK102
G000187465	116815	1905984	0.06128855226486686	Streptococcus infantis ATCC 700779 ASM18746v1
G000344275	113130	2184662	0.05178375419172394	Streptococcus oralis subsp. tigurinus AZ_3a
G000193395	111624	2937589	0.03799850830051447	Prevotella denticola F0289
G001610975	109885	3983415	0.027585626905557166	Sphingopyxis terrae NBRC 15098 203-1
G000204235	109301	2623290	0.04166561836472521	Propionibacterium humerusii P08
G000010505	107553	2354886	0.045672274581444704	Porphyromonas gingivalis ATCC 33277
G001022195	104959	7227285	0.014522604269791491	Klebsiella oxytoca CAV1374
G000938285	104894	8426077	0.012448735040042952	Bradyrhizobium sp. LTSP857 ASM93828v1
G000238215	102793	3405521	0.03018422144511809	Tannerella forsythia 92A2
G000740095	100600	1609835	0.06249087639416462	Helicobacter pylori YN1-91
G000008525	95340	1667867	0.057162831328876944	Helicobacter pylori 26695 ASM852v1
G000613505	92652	3077999	0.03010137430194097	Prevotella oris DSM 18711 = JCM 12252
G000274045	92380	1647774	0.05606351356436016	Helicobacter pylori Hp A-27
G000220235	91283	2669193	0.03419872598197283	Prevotella nigrescens ATCC 33563
G000174815	90751	2064508	0.04395768870839929	Porphyromonas endodontalis ATCC 35406
G000739895	87429	4327402	0.020203577111624942	Sphingomonas paucimobilis NBRC 13935
G000445105	87154	5360246	0.016259328396495236	Sphingobium lactosutens DS20
G000274085	86965	1637692	0.05310217061572017	Helicobacter pylori Hp H-9
G001704375	86309	3531586	0.024439161328649508	Alishewanella sp. HH-ZS ASM170437v1
G000785515	85625	2188923	0.03911741070837119	Streptococcus salivarius NCTC 8618
G000274945	84230	1650078	0.051046071761456126	Helicobacter pylori NQ4216
G000220835	81253	2828172	0.028729865085999014	Actinomyces sp. oral taxon 448 str. F0400
G000175375	81130	2855988	0.028406982102165697	Corynebacterium matruchotii ATCC 14266
G000157935	79659	3512473	0.02267889319006865	Prevotella copri DSM 18205
G000191065	78567	3057407	0.025697265689520566	Prevotella multiformis DSM 16608
G000194925	78514	2470575	0.03177964643858211	Neisseria bacilliformis ATCC BAA-1200
G000614025	77460	3002170	0.02580133703287955	Prevotella aurantiaca JCM 15754
G000190695	76148	2220455	0.03429387220186854	Kingella denitrificans ATCC 33394
G000968335	75332	1969659	0.03824621419240589	Haemophilus influenzae 2019 ASM96833v1
G000024945	74477	2132142	0.034930600307109004	Veillonella parvula DSM 2008
G000379145	73614	9484767	0.0077612871249235745	Bradyrhizobium elkanii USDA 76
G000312425	72950	5792259	0.012594395381836343	Reyranella massiliensis 521
G000158615	72862	2171245	0.03355770537180281	Eikenella corrodens ATCC 23834
G001262015	72650	3261806	0.02227293713973179	Prevotella fusca JCM 17724 W1435
G001605965	72288	6301761	0.011471079274507554	Pseudomonas koreensis D26
G000261025	71793	2699437	0.026595545663781004	Prevotella intermedia 17
G000027305	71651	1830138	0.03915059957227269	Haemophilus influenzae Rd KW20
G000013985	71349	3373713	0.02114850907590539	Sphingopyxis alaskensis RB2256
G000445145	71065	4848286	0.01465775740127542	Sphingobium baderi LL03 ASM44514v1
G000017405	70580	5205777	0.01355801449044014	Ochrobactrum anthropi ATCC 49188
G000238795	70105	2143543	0.03270519882269682	Haemophilus sputorum CCUG 13788
G000213295	69265	2536778	0.027304320677647	Capnocytophaga sp. oral taxon 329 str. F0087
G001444445	63957	2861432	0.0223513960841984	Prevotella enoeca F0113
G001553335	63698	2050442	0.031065497097698937	Veillonella parvula DNF00876
G000379965	63405	2650108	0.023925440019802968	Prevotella nanceiensis DSM 19126 = JCM 15639 DSM 19126
G000023145	63357	2446804	0.025893778169399757	Corynebacterium kroppenstedtii DSM 44385
G001025175	62627	2269415	0.027596098554032646	Bifidobacterium breve DSM 20213 = JCM 1192 ASM102517v1
G000512205	62272	6580298	0.009463401201586919	Sphingomonas sanxanigenens DSM 19645 = NX02
G000426585	60774	3128717	0.019424575632759372	Prevotella baroniae DSM 16972 = JCM 13447 DSM 16972
G001007605	59625	1917994	0.031087167113140083	Haemophilus influenzae 2019 2019
G000025565	59207	5598796	0.010574952186148593	Enterobacter cloacae subsp. cloacae ATCC 13047
G001276545	57711	1863535	0.030968562436444715	Haemophilus influenzae C10
G001262035	57057	2414427	0.023631693979565337	Aggregatibacter aphrophilus W10433
G000382385	54989	3314235	0.01659176250326244	Prevotella maculosa DSM 19339 = JCM 15638 DSM 19339
G000447205	54982	4754053	0.0115652896591603	Sphingobium ummariense RL-3
G000519165	54258	2573247	0.021085422425441477	Prevotella intermedia ATCC 25611 = DSM 20706 ATCC 25611 ASM51916v1
G000430525	52786	2800206	0.01885075598009575	Prevotella corporis DSM 18810 = JCM 8529 DSM 18810
G000439065	52557	2564533	0.0204937897075218	Prevotella intermedia ATCC 25611 = DSM 20706
G000023205	51530	2501097	0.020602959421405886	Micrococcus luteus NCTC 2665 NCTC 2665 (Fleming 2665)
G001571365	51365	6700253	0.007666128428284723	Achromobacter denitrificans NBRC 15125
G000237065	51310	6845832	0.0074950714536962055	Pseudomonas fluorescens F113
G000385925	49940	2142100	0.023313570795014237	Streptococcus cristatus AS 1.3089
G000455445	49714	3217068	0.015453201486571002	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640 4401737
G000213975	49483	2761262	0.017920429137111945	Centipeda periodontii DSM 2778
G000017005	49030	2196662	0.02232022951186846	Streptococcus gordonii str. Challis substr. CH1
G000466245	48528	3327711	0.014582997141278194	Actinomyces johnsonii F0542
G000367345	48525	4486420	0.010815973537921105	Sphingobium xenophagum NBRC 107872
G000336555	48223	4399548	0.010960898710503897	Afipia clevelandensis ATCC 49720
G000007565	46700	6181873	0.007554344775442653	Pseudomonas putida KT2440
G000648515	46343	5371331	0.00862784289406108	Citrobacter freundii CFNIH1
G000262545	46308	2521238	0.018367167240855485	Prevotella bivia DSM 20514
G000160655	46296	2642494	0.01751981272237515	Cardiobacterium hominis ATCC 15826
G000397205	45513	6867980	0.006626839332671324	Pseudomonas protegens CHA0
G000429225	45297	3531393	0.012826949591846618	Actinomyces dentalis DSM 19115
G000764535	45099	4061902	0.011102926658496439	Sphingomonas taxi ATCC 55669
G000762865	45042	2797873	0.016098657801837325	Prevotella sp. S7 MS 2 04_NF40_HMP671v01
G000746525	44914	5764622	0.007791317453251922	Pseudomonas alkylphenolica KL28
G000022305	44855	3796573	0.011814602274208871	Acidovorax ebreus TPSY
G000613345	43464	2797134	0.015538762175855715	Prevotella disiens JCM 6334 = ATCC 29426 JCM 6334
G000253395	43033	1929905	0.022297988761104823	Streptococcus thermophilus JIM 8232
G001262055	42569	2049088	0.020774608020738983	Actinomyces meyeri W712
G000455385	42553	7029683	0.006053331281083371	Pseudomonas alcaligenes OT 69
G000367205	42149	2526138	0.01668515338433609	Cutibacterium avidum 44067
G001514435	41812	1787436	0.023392166209027905	Streptococcus thermophilus S9
G000296405	41549	2118285	0.01961445225736858	Turicella otitidis ATCC 51513 Turi_otit_ATCC_51513_V1
G000463665	41461	2128234	0.019481410408817828	Cutibacterium granulosum DSM 20700 PG_DSM_assembly2012
G000007145	41106	5076188	0.008097808828199429	Xanthomonas campestris pv. campestris str. ATCC 33913
G000014205	41030	2388435	0.017178612773636293	Streptococcus sanguinis SK36
G000269805	40894	3371034	0.01213099600893969	Actinomyces massiliensis 4401292
G000160555	40870	2054993	0.01988814560438892	Selenomonas noxia ATCC 43541
G000378085	40540	3508589	0.01155450239398231	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 DSM 19665
G000980895	40073	3933945	0.010186466765549594	Sphingomonas sp. Ag1 ASM98089v1
G000219605	39351	4547930	0.008652507844228033	Pseudomonas stutzeri CGMCC 1.1803
G000242335	38704	3350206	0.011552722429605821	Prevotella dentalis DSM 3688 ASM24233v3
G900111835	37968	6344741	0.005984168620909822	Pseudomonas otitidis DSM 17224
G000241465	37894	4264936	0.008885010232275467	Sphingomonas echinoides ATCC 14820
G001499755	37767	4638575	0.008141940143255203	Stenotrophomonas maltophilia isolate PierC1
G001729525	37758	4209935	0.008968784553680758	Brevibacterium linens SMQ-1335
G001421805	37725	3943835	0.009565562453804482	Sphingomonas sp. Leaf34 Leaf34
G000466165	37568	2366015	0.01587817490590719	Actinobaculum sp. oral taxon 183 str. F0552
G000247895	37490	5735978	0.0065359385966961515	Raoultella ornithinolytica 10-5246
G001620305	37389	5502110	0.006795393040124607	Rhodococcus fascians D188 ASM162030v1
G001022135	37246	6166452	0.006040102152745209	Kluyvera intermedia CAV1151
G000751295	36933	7428968	0.0049714845992067805	bacterium YEK0313 Rasbobacterium massiliensis
G001280145	36464	6957317	0.005241100843902901	Asanoa ferruginea NRRL B-16430
G000146675	35695	2559358	0.013946856985228327	Prevotella marshii DSM 16973 = JCM 13450 DSM 16973
G000160435	35636	2406675	0.014807150944768198	Kingella oralis ATCC 51147
G000420505	35340	1847146	0.019132218027161904	Alloscardovia omnicolens DSM 21503
G000177075	34962	3033961	0.011523549577598394	Prevotella buccalis ATCC 35310
G000163695	34844	2113539	0.016486092757219052	Bacteroidetes oral taxon 274 str. F0058
G000429265	34056	3420019	0.009957839415512018	Actinomyces gerencseriae DSM 6844
G000426665	33750	2350599	0.014358042354310539	Selenomonas artemidis DSM 19719
G001028525	33471	1412688	0.02369312969318066	Treponema endosymbiont of Eucomonympha sp. C1
G000196015	33243	6913352	0.004808521249894407	Cupriavidus metallidurans CH34
G000378745	33155	2391937	0.013861151025298743	Prevotella amnii DSM 23384 = JCM 14753 DSM 23384
G000287655	32894	2336249	0.014079834812128331	Selenomonas sp. FOBRC9 SspFOBRC9v1.0
G000248055	32482	4952979	0.006558073434189808	Gordonia sputi NBRC 100414
G001054195	32216	2355597	0.013676363147006895	Corynebacterium aurimucosum 1237_CAUR
G000725405	32002	3113642	0.010277995993116743	Dermacoccus nishinomiyaensis M25
G000349845	31545	5696307	0.0055377984367766695	Pseudomonas denitrificans ATCC 13867
G000622145	31419	4428895	0.007094094576638191	Paracoccus yeei ATCC BAA-599
G900103375	31418	4365123	0.007197506232928603	Pseudomonas balearica DSM 6083
G000813185	31322	5361448	0.005842078483275413	Novosphingobium sp. MBES04 ASM81318v1
G000091125	31258	4424862	0.0070641751087378545	Sphingobium japonicum UT26S
G000187125	31239	2210307	0.014133330799748631	Selenomonas artemidis F0399
G000011545	30828	7247547	0.004253577106847323	Burkholderia pseudomallei K96243 ASM1154v1
G000315485	30344	7087734	0.004281199040483179	Bacteroides oleiciplenus YIT 12058
G000204035	30291	3369316	0.008990252027414465	Brevundimonas diminuta ATCC 11568
G001046635	30175	5313474	0.005678958813010095	Novosphingobium barchaimii LL02
G000184945	30118	3284105	0.009170839543802649	Prevotella buccae ATCC 33574
G000454045	29770	6371421	0.004672427077099441	Rhodococcus erythropolis CCM2595
G000011705	29725	5835527	0.005093798726318977	Burkholderia mallei ATCC 23344
G000689415	29716	6162905	0.004821752079579354	Pseudomonas knackmussii B13
G000747315	29243	2328278	0.012559926263100884	Corynebacterium ureicelerivorans IMMIB RIV-2301
G000614205	29154	2975513	0.009797974332493254	Prevotella saccharolytica JCM 17484
G000784965	28771	4967343	0.005792030065167636	Pantoea sp. PSNIH2 ASM78496v1
G000758925	28499	2838933	0.010038630710904413	Prevotella sp. S7-1-8 04_NF40_HMP1640v01
G000019725	28317	6899110	0.00410444245707055	Methylobacterium radiotolerans JCM 2831
G001543265	28226	5101809	0.0055325473768226135	Pseudomonas fragi P121
G001853345	27803	4923741	0.005646722685047813	Sphingomonas haloaromaticamans P3
G000018665	27788	6767514	0.004106086814153617	Delftia acidovorans SPH-1
G000215745	27691	5280350	0.005244159951518365	Enterobacter aerogenes KCTC 2190
G001428645	27663	6756331	0.004094381995198282	Acidovorax sp. Root217 Root217
G000024225	27614	1543805	0.017886974067320677	Atopobium parvulum DSM 20469
G000711965	27189	4025772	0.00675373568100727	Actinomyces israelii DSM 43320
G000982825	27000	4663565	0.005789562276927629	Cronobacter sakazakii ATCC 29544 ASM98282v1
G000464455	26930	2804628	0.009601986430999049	Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536 VPI DR56BR1116
G000013645	26891	9731138	0.0027633972511745286	Paraburkholderia xenovorans LB400 ASM1364v1
G000694955	26835	4852316	0.00553034880663172	Lelliottia amnigena CHS 78
G000590555	26751	2031902	0.01316549715488247	Corynebacterium argentoratense DSM 44202
G000468115	26667	2826695	0.00943398562632332	Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536
G000154465	26549	2550678	0.010408605084608877	Alistipes putredinis DSM 17216
G000467065	25509	6378970	0.0039989214559717325	Pseudomonas fuscovaginae ICMP 5940 ICMP5940
G000318095	25100	2553017	0.00983150523478692	Prevotella sp. oral taxon 473 str. F0040
G000807925	24809	4885942	0.005077628838000942	Novosphingobium subterraneum DSM 12447
G000829415	24658	6332373	0.0038939588681841703	Pseudomonas sp. StFLB209 ASM82941v1
G001042595	24642	2635669	0.009349428930567533	Bifidobacterium dentium JCM 1195 = DSM 20436 JCM 1195
G001598535	24623	4083128	0.006030425693243024	Sphingobium herbicidovorans NBRC 16415 ASM159853v1
G000935165	24437	3764434	0.0064915469364053135	Comamonas aquatica CJG
G000745855	24336	6535173	0.0037238493915922348	Xenophilus azovorans DSM 13620
G000195995	24064	5133713	0.004687445519451516	Salmonella enterica subsp. enterica serovar Typhi str. CT18
G000311925	23951	3163675	0.007570625933447652	Alistipes obesi isolate ph8
G000022965	23784	1938483	0.012269387969871285	Bifidobacterium animalis subsp. lactis DSM 10140
G001558935	23519	5083867	0.0046262028491303965	Citrobacter amalonaticus FDAARGOS_165
G000735365	23500	4932354	0.004764459323073729	Kluyvera ascorbata ATCC 33433
G001425465	23143	5577040	0.004149692309899158	Methylobacterium sp. Leaf456 Leaf456
G000067205	23035	5287950	0.004356130447526924	Bordetella petrii DSM 12804
G001281465	22937	5578743	0.004111499669369964	Cupriavidus gilardii CR3
G001262595	22859	6299243	0.0036288487362687864	Methylobacterium sp. ARG-1 ASM126259v1
G000472865	22855	9902361	0.0023080354271067275	Bradyrhizobium elkanii WSM2783
G000191545	22224	2097766	0.010594127276350174	Lactobacillus acidophilus 30SC
G000173915	22211	1916192	0.01159121841652611	Gemella haemolysans ATCC 10379
G001742225	22135	6918128	0.003199564969020521	Novosphingobium resinovorum SA1
G000445125	22131	4857928	0.0045556459461729365	Novosphingobium lindaniclasticum LE124
G000239275	21902	1798854	0.01217552953157955	Anaeroglobus geminatus F0357
G000565015	21665	2040170	0.010619213104790286	Porphyromonas catoniae ATCC 51270
G000012245	21541	6093698	0.003534963498355186	Pseudomonas syringae pv. syringae B728a
G000632125	21530	4032326	0.005339350042630482	Sphingobium herbicidovorans NBRC 16415 Sherbi16415_v2
G000938305	21383	7851216	0.002723527158086085	Bradyrhizobium sp. LTSP885 ASM93830v1
G001746855	21339	2141493	0.009964543428346486	Actinomyces hongkongensis HKU8
G000174755	21174	2667138	0.00793884680882654	Capnocytophaga gingivalis ATCC 33624
G001598375	21104	4836455	0.004363526591273981	Novosphingobium capsulatum NBRC 12533
G001597285	21095	4406305	0.004787457972155808	Pseudomonas alcaligenes NEB 585
G000159115	21070	2437186	0.008645216245292726	Corynebacterium accolens ATCC 49725
G000559025	20894	4295921	0.004863683480212974	Luteimonas huabeiensis HB2
G000213805	20531	4920769	0.004172315343394498	Pseudomonas fulva 12-X
G001705225	20262	4607758	0.004397366354743457	Pseudomonas xanthomarina UASWS0955
G001713415	20234	4369746	0.004630475089398789	Sphingobium sp. RAC03 ASM171341v1
G000287635	20118	3164912	0.006356574843155197	Prevotella sp. MSX73 PspMSX73v1.0
G000007265	19172	2160267	0.008874828898464866	Streptococcus agalactiae 2603V/R
G000009305	19117	1557588	0.012273463842813375	Helicobacter acinonychis str. Sheeba
G000026105	19094	5888780	0.003242437312991825	Pseudomonas entomophila L48
G000218235	18628	3388644	0.005497184124387218	Prevotella multisaccharivorax DSM 17128
G000413055	18616	2530388	0.007356974503514876	Treponema maltophilum ATCC 51939
G000204645	18471	5070751	0.00364265569340715	Alicycliphilus denitrificans K601
G000283515	18469	4348133	0.004247570164022121	Sphingobium sp. SYK-6 ASM28351v1
G900106785	18467	3475353	0.005313704823653885	Prevotellamassilia timonensis Marseille-P2831
G000741695	18446	2847572	0.006477799332203014	Bifidobacterium reuteri DSM 23975 Bifreu
G001632805	18317	5029817	0.003641683186485711	Mycobacterium chelonae CCUG 47445
G000412695	18289	6484828	0.002820275264047096	Pseudomonas resinovorans NBRC 106553
G001813205	18208	1592142	0.011436165869627207	Atopobium sp. HMSC064B08 ASM181320v1
G000463355	18189	1996214	0.009111748539986194	Streptococcus intermedius B196
G000277715	18169	3449360	0.005267353943920031	Pseudopropionibacterium propionicum F0230a
G000023845	18159	1617804	0.011224474658240429	Cryptobacterium curtum DSM 15641
G000426605	18004	3043901	0.005914778437275062	Propionibacterium acidifaciens DSM 21887
G000154525	17990	4009829	0.004486475607812702	Bacteroides stercoris ATCC 43183
G000411915	17844	3127363	0.005705765528338092	Exiguobacterium sp. S17 ExiS17_1.0
G001571285	17538	5044663	0.0034765454104664674	Kluyvera cryocrescens NBRC 102467
G000190575	17407	4308663	0.004040000343494026	Bacteroides salanitronis DSM 18170
G000463505	17197	2233640	0.007699092064970183	Streptococcus anginosus C238
G000413015	17174	2742149	0.006262971122284019	Treponema socranskii subsp. paredis ATCC 35535
G000759445	17137	5647497	0.0030344416296281345	Pseudomonas lutea DSM 17257
G000162875	17080	2096289	0.008147731538924261	Slackia exigua ATCC 700122
G000318135	17002	2809576	0.006051446908715051	Corynebacterium durum F0235
G000179055	16932	3592947	0.004712566035624795	Prevotella bryantii B14 ASM17905v1
G000270145	16882	2362241	0.007146603585324275	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
G000344805	16868	8264165	0.0020411015510943937	Bradyrhizobium oligotrophicum S58
G000014245	16864	4935185	0.003417095813024233	Chelativorans sp. BNC1 ASM1424v1
G000015885	16811	2274482	0.00739113345368308	Actinobacillus pleuropneumoniae serovar 5b str. L20
G000159435	16784	1877332	0.00894034725876936	Lactobacillus vaginalis DSM 5837 = ATCC 49540
G000007805	16744	6538260	0.0025609259956012763	[Pseudomonas syringae] pv. tomato str. DC3000
G000954135	16742	5072301	0.0033006716281230157	Ralstonia mannitolilytica SN82F48
G000147835	16682	4573221	0.003647757237185782	Sphingobium chlorophenolicum L-1
G000969835	16583	6486757	0.002556439219166064	Parabacteroides goldsteinii DSM 19448 = WAL 12034 DSM 19448
G000006605	16581	2476822	0.006694465730682302	Corynebacterium jeikeium K411 K411 = NCTC 11915
G000195775	16565	5467640	0.0030296435024983357	Rhodopseudomonas palustris CGA009
G000761155	16548	4688635	0.0035293854181440865	Pseudomonas rhizosphaerae DSM 16299
G001421285	16378	3765831	0.004349106478755951	Sphingomonas sp. Leaf11 Leaf11
G000425625	16309	5017423	0.0032504734003890043	Pseudomonas azotifigens DSM 17556
G001298465	16193	1840041	0.008800347383563736	Campylobacter concisus ATCC 33237
G000376645	15889	2731870	0.00581616255531925	Mannheimia haemolytica M42548
G900091655	15880	4410591	0.003600424523606927	Culturomica massiliensis Marseille-P2698
G000296505	15819	1967755	0.008039110560003658	Actinomyces turicensis ACS-279-V-Col4
G000612685	15793	3952818	0.003995377475006438	Castellaniella defragrans 65Phen
G000173675	15730	2997845	0.0052471025019639106	Capnocytophaga sputigena ATCC 33612 Capno
G001314305	15523	4138297	0.0037510599166758695	Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2
G900106575	15479	2723453	0.005683593585055442	Capnocytophaga granulosa DSM 11449
G000372405	15347	2356678	0.006512132756362982	Porphyromonas somerae DSM 23386
G000006785	15347	1852433	0.008284780070318333	Streptococcus pyogenes M1 GAS SF370
G000959725	15324	8899459	0.0017219024212595394	Burkholderia gladioli ATCC 10248
