gotu	covered_length	total_length	coverage_ratio	strain
G000296385	2422598	2932121	0.8262271577469006	Lachnoanaerobaculum sp. OBRC5-5 Clos_bact_OBRC5-5_V1
G000008185	2421482	2843201	0.8516745738342101	Treponema denticola ATCC 35405
G000174755	2409899	2667138	0.9035524221093921	Capnocytophaga gingivalis ATCC 33624
G000164695	2409680	2506025	0.9615546532855818	Rothia dentocariosa ATCC 17931
G000158215	2407974	2546312	0.9456712296057985	Fusobacterium periodonticum 2_1_31
G000426585	2326561	3128717	0.7436150345333247	Prevotella baroniae DSM 16972 = JCM 13447 DSM 16972
G000293175	2315776	2785060	0.8314995009084185	Capnocytophaga sp. CM59 CspCM59v1.0
G001553215	2308012	2355383	0.9798881965268493	Porphyromonas somerae KA00683
G000010505	2300154	2354886	0.976758110583697	Porphyromonas gingivalis ATCC 33277
G000238055	2294997	2470863	0.9288240586386214	Oribacterium parvum ACB1
G000213295	2276054	2536778	0.8972223820925599	Capnocytophaga sp. oral taxon 329 str. F0087
G000411115	2260655	2746278	0.8231704874743198	Capnocytophaga granulosa ATCC 51502
G000763765	2259910	2639435	0.8562097570123909	Rothia dentocariosa C6D
G900106575	2244408	2723453	0.8241038123294215	Capnocytophaga granulosa DSM 11449
G000318295	2230584	3218123	0.6931319902937209	Capnocytophaga sp. oral taxon 326 str. F0382
G000011025	2223548	2264603	0.9818709946070018	Rothia mucilaginosa DY-18
G000158275	2205869	2514029	0.8774238483326963	Fusobacterium nucleatum subsp. animalis 7_1 ASM15827v2
G000014205	2191239	2388435	0.9174371502678532	Streptococcus sanguinis SK36
G000186165	2144523	2169437	0.9885159144976323	Neisseria mucosa C102
G000318255	2117799	2634285	0.803936931653181	Capnocytophaga sp. oral taxon 380 str. F0488
G001679325	2113936	2129377	0.9927485832710694	Haemophilus parainfluenzae CCUG 62654
G000164675	2105582	2153652	0.9776797737053154	Streptococcus parasanguinis ATCC 15912
G000154225	2102646	2393958	0.8783136546255197	Actinomyces odontolyticus ATCC 17982
G000239695	2099289	2205725	0.9517455711840778	Actinomyces graevenitzii C83
G000259485	2092496	2107814	0.9927327553569717	Haemophilus parainfluenzae HK262
G000261285	2090612	2101432	0.9948511300865315	Haemophilus parainfluenzae HK2019
G000024945	2087800	2132142	0.9792030737164785	Veillonella parvula DSM 2008
G000785515	2068033	2188923	0.9447719266506862	Streptococcus salivarius NCTC 8618
G000271925	2064277	2590781	0.7967778828083115	Capnocytophaga sp. oral taxon 412 str. F0487
G000017005	2062576	2196662	0.9389592026447401	Streptococcus gordonii str. Challis substr. CH1
G000027165	2047586	2146611	0.9538691453644839	Streptococcus mitis B6
G000344275	2042878	2184662	0.9351002580719581	Streptococcus oralis subsp. tigurinus AZ_3a
G000242335	2041712	3350206	0.6094287933339024	Prevotella dentalis DSM 3688 ASM24233v3
G000023285	2037002	2612925	0.7795868614675124	Capnocytophaga ochracea DSM 7271
G001553935	2026062	3042917	0.6658288740705054	Actinomyces oris T14V
G000286635	2015657	2042594	0.9868123572281129	Veillonella sp. ACP1 VspACP1v1.0
G000174815	2002224	2064508	0.969831068709833	Porphyromonas endodontalis ATCC 35406
G000163695	1992630	2113539	0.9427931067276261	Bacteroidetes oral taxon 274 str. F0058
G001055885	1983895	1997176	0.9933501103558224	Haemophilus parainfluenzae 209_HPAR
G001854465	1976255	2143397	0.9220200457498074	Fusobacterium nucleatum AB1
G000242235	1965177	2313632	0.8493904821510075	Stomatobaculum longum ACC2
G001941785	1948407	2272328	0.8574497167662415	Lactobacillus fermentum SNUV175
G001553335	1945363	2050442	0.9487530005725595	Veillonella parvula DNF00876
G000818035	1932086	2256647	0.8561755560351264	Neisseria elongata subsp. glycolytica ATCC 29315 ASM81803v1
G001297905	1919659	2011828	0.9541864413856453	Lactobacillus fermentum UCO-979C
G000425005	1895659	2335946	0.8115166189629384	Solobacterium moorei DSM 22971
G000373345	1881031	2316529	0.8120040802424662	Leptotrichia wadei DSM 19758
G001297025	1880991	2043356	0.920540033161133	Lactobacillus fermentum HFB3
G000463505	1880244	2233640	0.841784710159202	Streptococcus anginosus C238
G000010145	1876383	2098685	0.8940755758963351	Lactobacillus fermentum IFO 3956
G000163895	1856681	1931012	0.9615067125424389	Filifactor alocis ATCC 35896
G000397165	1854635	2064620	0.8982936327266035	Lactobacillus fermentum F-6
G000966835	1853557	2199799	0.8426028923551652	Lactobacillus fermentum LfQi6
G000496435	1851719	2011311	0.9206527483815282	Lactobacillus fermentum NB-22
G000186945	1845853	2008072	0.9192165420363413	Solobacterium moorei F0204
G000187465	1844425	1905984	0.967702247238172	Streptococcus infantis ATCC 700779 ASM18746v1
G000185145	1838648	2839537	0.647516831089012	Prevotella oralis ATCC 33269
G001262035	1836845	2414427	0.7607788514624795	Aggregatibacter aphrophilus W10433
G001070855	1835094	1923996	0.9537930432287801	Trueperella pyogenes 331_TPYO
G001070095	1833766	1916254	0.9569535145132118	Streptomyces cattleya 1093_SCAT
G000463355	1830847	1996214	0.9171596832804499	Streptococcus intermedius B196
G000147675	1828147	1988044	0.9195706936063789	Peptostreptococcus stomatis DSM 17678
G000160675	1826701	1947166	0.9381331637877819	Granulicatella adiacens ATCC 49175
G000175375	1821378	2855988	0.6377400745381283	Corynebacterium matruchotii ATCC 14266
G000208405	1820910	2568361	0.7089774373618039	Selenomonas sputigena ATCC 35185 ASM20840v1
G001444445	1815954	2861432	0.6346311916550874	Prevotella enoeca F0113
G000318335	1811140	1901306	0.952576807731107	Actinomyces sp. oral taxon 181 str. F0379
G001742205	1804840	1949874	0.9256187835726821	Lactobacillus fermentum NCC2970
G000968335	1800594	1969659	0.9141653453719654	Haemophilus influenzae 2019 ASM96833v1
G001982185	1797790	1915262	0.9386653105423697	Lactobacillus fermentum RI-508
G000308055	1794591	1864179	0.9626709666829205	Actinomyces sp. ph3 ASM30805v1
G000007325	1792251	2174500	0.824212922510922	Fusobacterium nucleatum subsp. nucleatum ATCC 25586
G000162395	1776446	2026518	0.8766001584984688	Lactobacillus fermentum 28-3-CHN
G001854105	1759772	2098685	0.838511734729128	Lactobacillus fermentum 47-7
G001039735	1750254	1971838	0.8876256568744492	Lactobacillus fermentum L930BB
G001007605	1749763	1917994	0.912288046782211	Haemophilus influenzae 2019 2019
G001807655	1746744	1914489	0.912381319506145	Lactobacillus sp. HMSC24D01 ASM180765v1
G000173915	1743185	1916192	0.9097131185183949	Gemella haemolysans ATCC 10379
G000238795	1738349	2143543	0.8109699688786276	Haemophilus sputorum CCUG 13788
G001436835	1738133	1900053	0.9147813245209476	Lactobacillus fermentum DSM 20055
G001010185	1734552	1829655	0.9480213482869722	Lactobacillus fermentum 39
G000165735	1731644	1765528	0.9808080075762038	Megasphaera micronuciformis F0359
G000472265	1730571	1815647	0.9531428741379795	Lactobacillus fermentum Lf1
G001189495	1713464	1739380	0.9851004380871345	Eubacterium sulci ATCC 35585 ASM118949v1
G000185385	1712720	3082404	0.5556442309314418	Lachnoanaerobaculum saburreum DSM 3986
G001276545	1706954	1863535	0.9159763567628191	Haemophilus influenzae C10
G001274535	1705741	2444904	0.6976719740325182	Leptotrichia sp. oral taxon 212 W10393
G000382385	1704895	3314235	0.5144158455872924	Prevotella maculosa DSM 19339 = JCM 15638 DSM 19339
G000701685	1699368	1795494	0.9464626448208683	Gemella sanguinis ATCC 700632
G000160055	1689261	1895960	0.8909792400683558	Dialister invisus DSM 15470
G000159215	1688172	1867005	0.9042139683610917	Lactobacillus fermentum ATCC 14931
G000027305	1687042	1830138	0.9218113606733481	Haemophilus influenzae Rd KW20
G001368755	1686815	1950408	0.8648523796046775	Lactobacillus fermentum 222
G000221605	1649539	1731014	0.9529322119867315	Veillonella sp. oral taxon 780 str. F0422
G001010245	1628001	1822484	0.89328685464454	Lactobacillus fermentum 90 TC-4
G000433275	1607386	1773580	0.906294613155313	Dialister invisus CAG:218 MGS218
G000234115	1600402	2593873	0.6169931989731186	Alloprevotella rava F0323
G000160075	1592897	2043439	0.7795177639264006	Abiotrophia defectiva ATCC 49176
G000173895	1592012	1872773	0.8500827382710024	Neisseria cinerea ATCC 14685
G000162475	1587354	1743361	0.9105136572402388	Granulicatella elegans ATCC 700633
G000565075	1551680	1604536	0.9670583894658643	Atopobium sp. BS2 AspBS2v1.0
G000525775	1541511	1806210	0.8534505954457123	Mogibacterium timidum ATCC 33093
G000800295	1536873	1627009	0.9446001835269504	Parvimonas micra KCOM 1535
G000564995	1511540	1557083	0.9707510774955478	Atopobium sp. ICM42b AspICM42bv1.0
G000758945	1493354	1527867	0.9774109919253443	Atopobium parvulum DNF00906
G000488855	1484205	1544525	0.9609459218853693	Eubacterium brachy ATCC 33089
G000468055	1467963	2340885	0.6270974439154422	Treponema lecithinolyticum ATCC 700332
G001042595	1464770	2635669	0.5557488440316292	Bifidobacterium dentium JCM 1195 = DSM 20436 JCM 1195
G000565015	1456958	2040170	0.7141355867403206	Porphyromonas catoniae ATCC 51270
G000412995	1442167	2693493	0.5354263033169196	Treponema vincentii F0403
G000160035	1434985	3479204	0.4124463526714731	Catonella morbi ATCC 51271
G000510425	1433613	1829558	0.7835843411359465	Eubacterium nodatum ATCC 33099
G000160695	1416203	2166063	0.653814316573433	Selenomonas flueggei ATCC 43531
G000385925	1405851	2142100	0.6562956911442043	Streptococcus cristatus AS 1.3089
G000318135	1360262	2809576	0.4841520571075493	Corynebacterium durum F0235
G001813205	1335996	1592142	0.8391186213290021	Atopobium sp. HMSC064B08 ASM181320v1
G000177375	1327080	1419583	0.9348379066246919	Bulleidia extructa W1219
G000023905	1326455	2465610	0.5379824870924437	Leptotrichia buccalis C-1013-b DSM 1135
G001438885	1324195	1629936	0.8124214693092244	Atopobium rimae DSM 7090
G000174015	1323606	1626291	0.8138801727366135	Atopobium rimae ATCC 49626
G000373045	1296510	2144606	0.6045446109914828	Leptotrichia shahii DSM 19757
G000160555	1295446	2054993	0.6303894952440228	Selenomonas noxia ATCC 43541
G000008805	1268332	2272360	0.5581562780545336	Neisseria meningitidis MC58
G000160115	1255575	2169477	0.5787454764443227	Shuttleworthia satelles DSM 14600
G000413055	1251289	2530388	0.4945047953120233	Treponema maltophilum ATCC 51939
G001298465	1245112	1840041	0.6766762262362632	Campylobacter concisus ATCC 33237
G000413035	1237846	2727508	0.45383771559973424	Treponema medium ATCC 700293
G000014425	1235619	1894360	0.6522619776600013	Lactobacillus gasseri ATCC 33323 = JCM 1131 ATCC 33323
G000614105	1205006	2426740	0.49655340085876526	Prevotella micans DSM 21469 = JCM 16134
G000239275	1204935	1798854	0.6698347948193684	Anaeroglobus geminatus F0357
G000468115	1196504	2826695	0.4232872665781062	Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536
G000464455	1188689	2804628	0.42383125320006787	Treponema socranskii subsp. socranskii VPI DR56BR1116 = ATCC 35536 VPI DR56BR1116
G000420505	1182978	1847146	0.6404355692511583	Alloscardovia omnicolens DSM 21503
G000253395	1180774	1929905	0.6118301159901653	Streptococcus thermophilus JIM 8232
G000438335	1131785	1245617	0.9086139640033815	Dialister sp. CAG:588 MGS588
G000158615	1111230	2171245	0.5117939246837644	Eikenella corrodens ATCC 23834
G000024225	1103976	1543805	0.7151006765750856	Atopobium parvulum DSM 20469
G001514435	1084603	1787436	0.6067926348132184	Streptococcus thermophilus S9
G001057055	1053693	2354316	0.4475580168507541	Cellulomonas flavigena 493_CFLA
G000209465	1006649	3288100	0.3061491438824853	Lachnospiraceae oral taxon 107 str. F0167
G000213975	1002110	2761262	0.3629173906713669	Centipeda periodontii DSM 2778
G000613345	999565	2797134	0.3573532766038381	Prevotella disiens JCM 6334 = ATCC 29426 JCM 6334
G000146675	998270	2559358	0.39004703523305456	Prevotella marshii DSM 16973 = JCM 13450 DSM 16973
G000340375	945626	1945158	0.48614354206701976	Eggerthia catenaformis OT 569 = DSM 20559 OT 569
G000196295	940275	2220606	0.42343171188405326	Neisseria lactamica 020-06
G000006845	916731	2153922	0.42561011958650313	Neisseria gonorrhoeae FA 1090
G000162875	909042	2096289	0.43364345278728267	Slackia exigua ATCC 700122
G000190695	906678	2220455	0.4083298242927688	Kingella denitrificans ATCC 33394
G000614205	904731	2975513	0.30405882951948116	Prevotella saccharolytica JCM 17484
G000194925	893674	2470575	0.36172712830009207	Neisseria bacilliformis ATCC BAA-1200
G000220835	881747	2828172	0.3117727634670027	Actinomyces sp. oral taxon 448 str. F0400
G000466165	869296	2366015	0.3674093359509555	Actinobaculum sp. oral taxon 183 str. F0552
G000161975	836671	1084901	0.7711957127885402	Eubacterium saphenum ATCC 49989
G000008345	829703	2560265	0.3240691881504454	Propionibacterium acnes KPA171202
G000145555	819569	2476421	0.3309489783845315	Propionibacterium acnes HL037PA1
G000144735	818997	2503840	0.3270963799603809	Propionibacterium acnes HL063PA2
G000145515	818126	2505472	0.32653567870644734	Propionibacterium acnes HL030PA2
G000240185	815676	5682322	0.1435462474671446	Klebsiella pneumoniae subsp. pneumoniae HS11286
G000160435	795489	2406675	0.33053445105799495	Kingella oralis ATCC 51147
G000160135	783923	2676554	0.2928851799739516	Oribacterium sp. oral taxon 078 str. F0262
G000269605	770089	1550817	0.49656987252525603	Scardovia wiggsiae F0424 PB_Scar_wigg_F0424_V1
G000467935	746034	2088253	0.3572526892095929	Peptostreptococcaceae bacterium oral taxon 113 str. W5053
G000755145	737879	2800562	0.2634753310228447	Treponema putidum OMZ 758 (ATCC 700334)
G000954135	732428	5072301	0.14439758208355538	Ralstonia mannitolilytica SN82F48
G000466425	728783	2724306	0.2675114322693559	Capnocytophaga sp. oral taxon 863 str. F0517
G000160655	685980	2642494	0.259595669848257	Cardiobacterium hominis ATCC 15826
G000312445	682776	2536876	0.2691404704053332	Phocaeicola abscessus CCUG 55929
G001594265	681046	2367908	0.2876150593688606	Aggregatibacter actinomycetemcomitans 624
G000622045	676323	2033981	0.3325119556180712	Fusobacterium necrophorum HUN048
G000242215	658943	2312695	0.2849242982753887	Fusobacterium necrophorum subsp. funduliforme 1_1_36S
G000158295	657922	1960925	0.3355161467164731	Fusobacterium necrophorum D12
G001421095	654364	2516425	0.2600371558858301	Candidatus Bacteroides periocalifornicus isolate 12B
G000210715	636828	2728333	0.23341285686168073	Fretibacterium fastidiosum SGP1
G000262225	631141	2110802	0.29900530698758104	Fusobacterium necrophorum subsp. funduliforme ATCC 51357
G001190745	628753	2281652	0.2755691928479891	Campylobacter gracilis ATCC 33236
G000007465	620790	2032925	0.30536788125484216	Streptococcus mutans UA159
G000413015	613430	2742149	0.22370410944117186	Treponema socranskii subsp. paredis ATCC 35535
G000426665	611750	2350599	0.2602528121555399	Selenomonas artemidis DSM 19719
G000238095	595403	2325163	0.25606935943845655	Peptoanaerobacter stomatis CM2
G000235445	581120	2687075	0.21626489770475332	Johnsonella ignava ATCC 51276
G900104395	578121	2550375	0.2266807822379062	Fusobacterium necrophorum ATCC 25286
G000347835	575607	1976204	0.29126901878551	Streptococcus mutans KK23
G000187125	569312	2210307	0.25757145953028243	Selenomonas artemidis F0399
G000691685	566993	2532319	0.22390267576873213	Fusobacterium necrophorum BFTR-1
G000691745	565689	2520807	0.22440789794696697	Fusobacterium necrophorum DJ-2
G000229705	563945	1879409	0.30006507364815216	Streptococcus mutans TCI-249
G000691725	562515	2608492	0.21564758488812694	Fusobacterium necrophorum BFTR-2
G000229145	561648	1829200	0.3070457030395801	Streptococcus mutans TCI-164
G000230225	556568	1814786	0.306685195940458	Streptococcus mutans TCI-99
G000228805	556202	1809107	0.30744560714208724	Streptococcus mutans TCI-110
G000229225	553519	1794749	0.3084102568102838	Streptococcus mutans TCI-176
G000691665	553488	2459939	0.22500070123690058	Fusobacterium necrophorum DJ-1
G000691645	551599	2458422	0.22437116166386406	Fusobacterium necrophorum BL
G000229545	548976	1797735	0.3053709250807266	Streptococcus mutans TCI-224
G000953875	544470	4669233	0.11660801677705954	Ralstonia mannitolilytica MRY14-0246
G001809255	544203	1899912	0.28643589808370074	Moraxella sp. HMSC061H09 ASM180925v1
G000228845	542046	1776899	0.3050516658515763	Streptococcus mutans TCI-120
G000228925	540123	1776306	0.3040709202130714	Streptococcus mutans TCI-143
G000740455	538088	1941566	0.2771412354769294	Moraxella catarrhalis 25240
G000287655	534693	2336249	0.2288681557488093	Selenomonas sp. FOBRC9 SspFOBRC9v1.0
G000466245	530499	3327711	0.1594185913380098	Actinomyces johnsonii F0542
G001553545	516127	2688484	0.19197696545711262	Capnocytophaga haemolytica CCUG 32990
G001064665	516011	1899145	0.27170700499435274	Moraxella catarrhalis 340_MCAT
G001062845	514520	1993133	0.25814634547719595	Moraxella catarrhalis 157.rep1_MCAT
G001262075	510540	2925783	0.17449687827156013	Ottowia sp. oral taxon 894 W10237
G001064655	510494	1916549	0.26636104790433224	Moraxella catarrhalis 339_MCAT
G000159435	505856	1877332	0.2694547368286483	Lactobacillus vaginalis DSM 5837 = ATCC 49540
G000277715	503164	3449360	0.14587169793816823	Pseudopropionibacterium propionicum F0230a
G000455445	502303	3217068	0.1561368923504259	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640 4401737
G000193005	497251	1904293	0.261121056476078	Moraxella catarrhalis BC7
G001632285	496816	1885013	0.2635610470590919	Moraxella catarrhalis CCUG 353
G001062815	496652	1993894	0.24908646096532713	Moraxella catarrhalis 157.rep2_MCAT
G000766665	494494	1887974	0.26191780183413543	Moraxella catarrhalis ATCC 25239
G001997265	491149	1879987	0.2612512746098776	Moraxella catarrhalis CDPH_C53
G900115315	489192	2655673	0.18420641396738227	Capnocytophaga haemolytica DSM 11385
G000193025	488135	1912542	0.2552283819126587	Moraxella catarrhalis BC8
G001063475	487777	1830208	0.26651451638283735	Moraxella catarrhalis 489_MCAT
G001065625	487737	1851057	0.263491075639486	Moraxella catarrhalis 611_MCAT
G000192925	484935	1961697	0.24720178498514297	Moraxella catarrhalis 103P14B1
G000192985	483272	1954090	0.24731307155760482	Moraxella catarrhalis BC1
G001679105	483146	1909123	0.25307222216693215	Moraxella catarrhalis CCUG 18283
G000192225	479590	2548422	0.18819096680220151	Capnocytophaga sp. oral taxon 338 str. F0234
G000092265	477729	1863286	0.2563905916751374	Moraxella catarrhalis BBH18
G000192905	473905	1903901	0.248912627284717	Moraxella catarrhalis 7169
G000193085	473356	1776416	0.266466863617531	Moraxella catarrhalis O35E
G000302495	473251	1836691	0.257665007342008	Moraxella catarrhalis RH4
G000192945	469792	1856042	0.2531149618381481	Moraxella catarrhalis 46P47B1
G001065675	468046	1844128	0.2538034236235229	Moraxella catarrhalis 613_MCAT
G000193045	466441	1947635	0.23949097238445602	Moraxella catarrhalis CO72
G000192965	466167	1814430	0.2569220085646732	Moraxella catarrhalis 12P80B1
G000426605	464238	3043901	0.15251415864050769	Propionibacterium acidifaciens DSM 21887
G001679345	463475	1830335	0.25321867308443535	Moraxella catarrhalis CCUG 57283
G000764535	463444	4061902	0.1140953179077191	Sphingomonas taxi ATCC 55669
G000023845	443887	1617804	0.2743762532420491	Cryptobacterium curtum DSM 15641
G000469545	425315	2313357	0.18385186549244237	Mitsuokella sp. oral taxon 131 str. W9106
G001746855	400237	2141493	0.1868962448161166	Actinomyces hongkongensis HKU8
G000262545	393555	2521238	0.15609593382298695	Prevotella bivia DSM 20514
G000274045	384255	1647774	0.23319642135389926	Helicobacter pylori Hp A-27
G000218235	378945	3388644	0.11182791700751096	Prevotella multisaccharivorax DSM 17128
G000274085	377264	1637692	0.23036321848064226	Helicobacter pylori Hp H-9
G000429265	372247	3420019	0.1088435473604094	Actinomyces gerencseriae DSM 6844
G000008525	370756	1667867	0.222293504218262	Helicobacter pylori 26695 ASM852v1
G000378745	368611	2391937	0.15410564743134958	Prevotella amnii DSM 23384 = JCM 14753 DSM 23384
G000007525	362754	2260266	0.16049172973446488	Bifidobacterium longum NCC2705
G001262055	349512	2049088	0.17056954118124745	Actinomyces meyeri W712
G000430525	349271	2800206	0.12473046625855383	Prevotella corporis DSM 18810 = JCM 8529 DSM 18810
G000274945	346551	1650078	0.21002098082636095	Helicobacter pylori NQ4216
G000590555	345056	2031902	0.16981921372192163	Corynebacterium argentoratense DSM 44202
G000411555	317513	1665560	0.19063438122913615	Atopobium sp. oral taxon 199 str. F0494
G000758925	315416	2838933	0.11110371396577517	Prevotella sp. S7-1-8 04_NF40_HMP1640v01
G000740095	313653	1609835	0.1948354955632099	Helicobacter pylori YN1-91
G001456215	299338	2709797	0.11046510126035271	Staphylococcus aureus MS4
G000177075	285320	3033961	0.09404207898519461	Prevotella buccalis ATCC 35310
G000162895	275790	2520418	0.10942232597926217	Actinomyces sp. oral taxon 848 str. F0332
G000762865	275018	2797873	0.09829538367181069	Prevotella sp. S7 MS 2 04_NF40_HMP671v01
G000364865	271699	2214851	0.12267145735762812	Actinomyces cardiffensis F0333
G000269805	262182	3371034	0.07777494976318838	Actinomyces massiliensis 4401292
G000403885	253105	956973	0.2644849959194251	Desulfobulbus sp. Dsb5 Dsb5
G000239355	252061	2553535	0.0987106109765482	Cardiobacterium valvarum F0432
G000160535	238246	3273670	0.0727764252352864	Prevotella bergensis DSM 17361
G000429225	237108	3531393	0.06714290932784882	Actinomyces dentalis DSM 19115
G000163775	231976	2372614	0.09777233043385902	Simonsiella muelleri ATCC 29453
G000688375	231647	3318148	0.06981213616752478	Prevotella sp. HUN102 ASM68837v1
G000007265	222952	2160267	0.10320576113971097	Streptococcus agalactiae 2603V/R
G000524335	220618	2153240	0.10245862049748286	Olsenella uli MSTE5
G000406785	213971	1766700	0.12111337521933549	Chloroflexi bacterium oral taxon 439 isolate Chl1-2
G000143845	211175	2051896	0.10291700943907489	Olsenella uli DSM 7084 ASM14384v1
G001437585	210235	2057128	0.10219830754333226	Olsenella uli DSM 7084 ASM143758v1
G000025205	207575	1617545	0.1283271871879917	Gardnerella vaginalis 409-05
G000378725	194785	1849203	0.10533456846003386	Peptoniphilus lacrimalis DSM 7455
G000803625	194536	705138	0.27588358590800666	Candidatus Saccharibacteria oral taxon TM7x ASM80362v1
G000516535	192654	2281162	0.08445432634771226	Leptotrichia goodfellowii DSM 19756
G000194985	191848	1281836	0.14966657201077205	Dialister micraerophilus DSM 19965
G000403925	189560	748241	0.25334083537256047	Desulfobulbus sp. oral taxon 041 str. Dsb4
G000017465	188630	1971270	0.09568958082860288	Campylobacter curvus 525.92
G000176335	188534	2287284	0.0824270182452201	Leptotrichia goodfellowii F0264
G001679155	187891	2194559	0.0856167457789925	Moraxella nonliquefaciens CCUG 60284
G000016825	186335	1999618	0.09318529839199287	Lactobacillus reuteri DSM 20016 ASM1682v1
G001042675	183664	1890857	0.09713267581842519	Parascardovia denticolens DSM 10105 = JCM 12538
G000422165	181339	2225962	0.08146545179118062	Lactobacillus helveticus CNRZ32
G001679005	179935	2279879	0.0789230481091321	Moraxella nonliquefaciens CCUG 348
G000508405	170876	2592265	0.0659176434508046	Lactobacillus rhamnosus LR231
G000406905	160886	1097013	0.14665824379474082	Chloroflexi bacterium oral taxon 439 isolate Chl1
G000009125	159007	5810922	0.027363471751987035	Ralstonia solanacearum GMI1000
G000008925	155943	2133977	0.07307623278039078	Lactobacillus salivarius UCC118
G000146855	149508	2511030	0.05954050728187238	[Eubacterium] yurii subsp. margaretiae ATCC 43715
G000380065	145109	1864153	0.07784178659155123	Streptococcus massiliensis DSM 18628
G000317855	142654	2179445	0.06545427849750739	Streptococcus dysgalactiae subsp. equisimilis AC-2713
G000188035	140522	2126865	0.06607001384667104	Streptococcus pseudoporcinus LQ 940-04
G000478985	136129	1925975	0.07068056438946507	Peptoniphilus sp. BV3C26 CspBV3C26v1.0
G000511775	134702	3379354	0.039860280988614986	Bacteroides pyogenes JCM 10003
G000195375	134173	2524513	0.053148072519333435	Lactobacillus rhamnosus MTCC 5462
G000381525	129112	2106935	0.061279536388165745	Peptostreptococcus anaerobius VPI 4330 = DSM 2949
G000711965	126997	4025772	0.03154599912762074	Actinomyces israelii DSM 43320
G000196015	126041	6913352	0.018231532258157837	Cupriavidus metallidurans CH34
G000381265	124883	6832523	0.018277728446724584	Curvibacter lanceolatus ATCC 14669
G000026745	124494	2170808	0.057349152942130305	Streptococcus suis BM407
G000262245	120609	2253160	0.053528821743684424	Pasteurella bettyae CCUG 2042
G000372405	120101	2356678	0.05096198971603248	Porphyromonas somerae DSM 23386
G000684975	119938	6475434	0.01852200176853011	Paraburkholderia acidipaludis NBRC 101816
G000827595	115830	2492358	0.04647406191245399	Necropsobacter massiliensis FF6
G001693775	114368	2384460	0.04796389958313413	Criibacterium bergeronii CCRI-22567
G001656415	112692	2091624	0.05387775240674232	Moraxella catarrhalis C10
G000014525	112174	2924325	0.03835893753259299	Lactobacillus paracasei ATCC 334
G000154845	111429	4300117	0.025913015855149987	Bacteroides coprocola DSM 17136
G000686605	110744	2138493	0.05178600070236377	Streptococcus sobrinus DSM 20742 = ATCC 33478 DSM 20742 ASM68660v1
G000469465	108678	1604508	0.06773291251897778	Gemella bergeriae ATCC 700627
G000155515	107052	3025352	0.03538497338491521	Lactobacillus paracasei subsp. paracasei 8700:2 362.5013889
G000315485	106837	7087734	0.015073505862381405	Bacteroides oleiciplenus YIT 12058
G000829035	103958	3017804	0.03444822791672355	Lactobacillus paracasei subsp. paracasei JCM 8130
G001656475	103708	1884914	0.055020016828353974	Moraxella catarrhalis N1
G000228505	99789	2087882	0.04779436768936175	Streptococcus sobrinus TCI-396
G001656195	99700	1940221	0.05138589882286605	Moraxella catarrhalis F24
