gotu	covered_length	total_length	coverage_ratio	strain
G001022135	141662	6166452	0.022973015925527352	Kluyvera intermedia CAV1151
G000982825	141162	4663565	0.03026911815317252	Cronobacter sakazakii ATCC 29544 ASM98282v1
G001310795	138626	3008372	0.04608007254421993	Diaphorobacter nitroreducens JCM 11421
G000018665	133771	6767514	0.019766638088964426	Delftia acidovorans SPH-1
G000384475	133184	4453493	0.029905514615157135	Methylopila sp. M107 ASM38447v1
G000413015	129754	2742149	0.047318362350113	Treponema socranskii subsp. paredis ATCC 35535
G000694955	128710	4852316	0.026525477730634198	Lelliottia amnigena CHS 78
G000247895	128405	5735978	0.022385894785509987	Raoultella ornithinolytica 10-5246
G000959725	128385	8899459	0.014426157814761548	Burkholderia gladioli ATCC 10248
G000455445	127725	3217068	0.03970230035547896	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640 4401737
G001262035	127724	2414427	0.052900336187426664	Aggregatibacter aphrophilus W10433
G000344275	125490	2184662	0.05744137994801942	Streptococcus oralis subsp. tigurinus AZ_3a
G000735365	125481	4932354	0.02544038809866445	Kluyvera ascorbata ATCC 33433
G000024945	124861	2132142	0.05856129657405557	Veillonella parvula DSM 2008
G001553335	117354	2050442	0.05723351355463846	Veillonella parvula DNF00876
G000092025	116668	5674258	0.020560926203919527	Agrobacterium fabrum str. C58
G000741695	116080	2847572	0.040764553099974295	Bifidobacterium reuteri DSM 23975 Bifreu
G000967825	115285	4131609	0.027903172831698256	Paracoccus sp. 228 ASM96782v1
G000240185	114027	5682322	0.020066972621403716	Klebsiella pneumoniae subsp. pneumoniae HS11286
G000565075	113775	1604536	0.07090834982823695	Atopobium sp. BS2 AspBS2v1.0
G000185505	109929	2362882	0.04652327115784876	Pseudoramibacter alactolyticus ATCC 23263
G000564995	107942	1557083	0.06932321526855023	Atopobium sp. ICM42b AspICM42bv1.0
G000069185	107651	5090491	0.02114746887873881	Mycobacterium abscessus ASM6918v1
G001632805	106771	5029817	0.02122761126299426	Mycobacterium chelonae CCUG 47445
G000314675	106542	5261968	0.020247557567814933	Afipia broomeae ATCC 49717
G000613345	106081	2797134	0.03792489026267601	Prevotella disiens JCM 6334 = ATCC 29426 JCM 6334
G001571285	106005	5044663	0.021013296626553647	Kluyvera cryocrescens NBRC 102467
G000758945	105674	1527867	0.06916439716284205	Atopobium parvulum DNF00906
G000262545	103889	2521238	0.04120555060648776	Prevotella bivia DSM 20514
G000146675	101449	2559358	0.03963845620659556	Prevotella marshii DSM 16973 = JCM 13450 DSM 16973
G000186425	99911	3151925	0.03169840652934318	Lautropia mirabilis ATCC 51599
G000165735	99212	1765528	0.05619395444309011	Megasphaera micronuciformis F0359
G000164865	98165	4814049	0.020391358708646296	Enterobacter lignolyticus SCF1
G000430525	96800	2800206	0.03456888528915373	Prevotella corporis DSM 18810 = JCM 8529 DSM 18810
G000463505	94848	2233640	0.042463422932970396	Streptococcus anginosus C238
G000735515	94794	4991160	0.01899237852523261	Leclercia adecarboxylata ATCC 23216 = NBRC 102595 ATCC 23216
G000215745	92496	5280350	0.01751702065204011	Enterobacter aerogenes KCTC 2190
G000526315	91910	4382767	0.020970770291918326	Methylopila sp. 73B ASM52631v1
G000413055	91199	2530388	0.036041508258812485	Treponema maltophilum ATCC 51939
G000784965	90124	4967343	0.018143301157177993	Pantoea sp. PSNIH2 ASM78496v1
G000378745	90096	2391937	0.03766654389308748	Prevotella amnii DSM 23384 = JCM 14753 DSM 23384
G000160695	87303	2166063	0.040304921879003516	Selenomonas flueggei ATCC 43531
G000762865	86387	2797873	0.03087595469844414	Prevotella sp. S7 MS 2 04_NF40_HMP671v01
G000300455	84701	4902027	0.017278770598366758	Kosakonia sacchari SP1 ASM30045v4
G000741715	83033	2787036	0.029792582514183527	Bifidobacterium saguini DSM 23967 Bifsag
G000758925	82221	2838933	0.02896193746030639	Prevotella sp. S7-1-8 04_NF40_HMP1640v01
G001297765	82008	4602545	0.017817968102430286	Trabulsiella odontotermitis TbO2.3
G001042635	80098	3158347	0.025360734586794928	Bifidobacterium scardovii JCM 12489 = DSM 13734 JCM 12489
G000187465	79849	1905984	0.04189384590846513	Streptococcus infantis ATCC 700779 ASM18746v1
G000177075	79815	3033961	0.026307193797151643	Prevotella buccalis ATCC 35310
G000622145	78101	4428895	0.01763442122696519	Paracoccus yeei ATCC BAA-599
G001417815	76876	2693486	0.028541451487032046	Bifidobacterium aesculapii DSM 26737
G000013645	76088	9731138	0.007819023838732942	Paraburkholderia xenovorans LB400 ASM1364v1
G000378085	75529	3508589	0.021526887304269608	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 DSM 19665
G000242335	73654	3350206	0.021984916748402934	Prevotella dentalis DSM 3688 ASM24233v3
G000614205	73514	2975513	0.024706327950844105	Prevotella saccharolytica JCM 17484
G000010425	73219	2089645	0.03503896594876163	Bifidobacterium adolescentis ATCC 15703
G000735455	73010	4853440	0.015042938616733698	Yokenella regensburgei ATCC 49455
G000164695	72961	2506025	0.02911423469438653	Rothia dentocariosa ATCC 17931
G000173675	71765	2997845	0.0239388627497419	Capnocytophaga sputigena ATCC 33612 Capno
G000174815	71647	2064508	0.03470415227259957	Porphyromonas endodontalis ATCC 35406
G000741175	71184	2887313	0.024654064176623733	Bifidobacterium callitrichos DSM 23973 Bifcal
G000297495	67369	3139099	0.021461253690947625	Janibacter hoylei PVAS-1
G000016325	67292	4676461	0.014389513779757812	Enterobacter sp. 638 ASM1632v1
G000016565	65580	5072807	0.012927753805733197	Pseudomonas mendocina ymp
G000248015	65357	4495280	0.014539027602285063	Atlantibacter hermannii NBRC 105704
G001941785	65290	2272328	0.028732647751556994	Lactobacillus fermentum SNUV175
G000741785	64378	2812864	0.022886993470000682	Bifidobacterium stellenboschense DSM 23968
G000158615	64101	2171245	0.029522693201366038	Eikenella corrodens ATCC 23834
G001297905	63874	2011828	0.031749235024067665	Lactobacillus fermentum UCO-979C
G000010145	63753	2098685	0.030377593588366048	Lactobacillus fermentum IFO 3956
G000524335	62970	2153240	0.029244301610596126	Olsenella uli MSTE5
G001297025	62936	2043356	0.03080031086115195	Lactobacillus fermentum HFB3
G001742205	62599	1949874	0.032104125702481286	Lactobacillus fermentum NCC2970
G001865575	62016	7829542	0.007920769822807004	Paraburkholderia sprentiae WSM5005 ASM186557v1
G000143845	62007	2051896	0.030219367843204527	Olsenella uli DSM 7084 ASM14384v1
G001437585	61659	2057128	0.02997334147413287	Olsenella uli DSM 7084 ASM143758v1
G000757785	61557	5489680	0.011213221900001458	Pluralibacter gergoviae FB2
G000472265	61518	1815647	0.03388213678099322	Lactobacillus fermentum Lf1
G000397165	61368	2064620	0.029723629529889276	Lactobacillus fermentum F-6
G001298465	61191	1840041	0.0332552372474309	Campylobacter concisus ATCC 33237
G000160535	61028	3273670	0.01864207449132014	Prevotella bergensis DSM 17361
G000213975	60563	2761262	0.021933087117412257	Centipeda periodontii DSM 2778
G000159215	59694	1867005	0.03197313344099239	Lactobacillus fermentum ATCC 14931
G001807655	59478	1914489	0.03106729785336975	Lactobacillus sp. HMSC24D01 ASM180765v1
G000165905	59212	2214656	0.026736432204369436	Bifidobacterium bifidum PRL2010
G000463155	59129	4236729	0.013956285615624696	Siccibacter turicensis LMG 23730
G000938305	58940	7851216	0.007507117368825415	Bradyrhizobium sp. LTSP885 ASM93830v1
G001427625	58353	5804683	0.010052745343716444	Rhizobium sp. Root651 Root651
G001039735	57834	1971838	0.029329995669015407	Lactobacillus fermentum L930BB
G000218235	57745	3388644	0.017040739599674677	Prevotella multisaccharivorax DSM 17128
G001484935	57643	4081329	0.014123585724159948	Acinetobacter johnsonii XBB1
G000496435	57595	2011311	0.028635551637712916	Lactobacillus fermentum NB-22
G000020045	57388	8676562	0.006614140485597867	Paraburkholderia phymatum STM815
G001854105	57254	2098685	0.02728089255891189	Lactobacillus fermentum 47-7
G000966835	57252	2199799	0.026026014194933264	Lactobacillus fermentum LfQi6
G001187865	57119	4256263	0.01341998837947749	Klebsiella sp. RIT-PI-d ASM118786v1
G000684975	55276	6475434	0.008536261816582487	Paraburkholderia acidipaludis NBRC 101816
G000688375	54746	3318148	0.01649896267435931	Prevotella sp. HUN102 ASM68837v1
G000162395	54081	2026518	0.026686661554449553	Lactobacillus fermentum 28-3-CHN
G001553935	54032	3042917	0.017756646007761633	Actinomyces oris T14V
G001057055	53991	2354316	0.02293277537934585	Cellulomonas flavigena 493_CFLA
G001010185	53863	1829655	0.02943888328673985	Lactobacillus fermentum 39
G000385925	52940	2142100	0.024714065636524906	Streptococcus cristatus AS 1.3089
G000757825	52777	4876443	0.01082284771912642	Cedecea neteri SSMD04
G000194925	52318	2470575	0.02117644677858393	Neisseria bacilliformis ATCC BAA-1200
G000315485	52308	7087734	0.007380073800738007	Bacteroides oleiciplenus YIT 12058
G001188545	51609	2855818	0.018071529768353585	Enhydrobacter aerosaccus CGMCC9176
G000160555	51057	2054993	0.02484534010578138	Selenomonas noxia ATCC 43541
G000785435	51055	7263741	0.007028747308033147	Paraburkholderia sacchari LMG 19450
G000741165	50813	3252147	0.015624447480387571	Bifidobacterium biavatii DSM 23969 Bifbia
G000262305	50540	4158725	0.012152763166595531	Shimwellia blattae DSM 4481 = NBRC 105725 DSM 4481
G000698575	50519	7767215	0.006504133077299907	Caballeronia zhejiangensis OP-1
G000759795	50156	4374581	0.011465326622138212	Escherichia vulneris NBRC 102420
G001010245	49979	1822484	0.027423560371449076	Lactobacillus fermentum 90 TC-4
G001553955	49732	2649137	0.018772906044496756	Moraxella osloensis CCUG 350 ASM155395v1
G001054195	49711	2355597	0.021103355115497262	Corynebacterium aurimucosum 1237_CAUR
G000367205	49415	2526138	0.01956148080587838	Cutibacterium avidum 44067
G000739795	49032	6795583	0.007215274980822101	Paraburkholderia kururiensis subsp. thiooxydans NBRC 107107
G000369145	48950	3301256	0.014827689824721258	Acinetobacter lwoffii NIPH 478
G000239695	48780	2205725	0.022115177549331854	Actinomyces graevenitzii C83
G000014425	48704	1894360	0.025710002322684177	Lactobacillus gasseri ATCC 33323 = JCM 1131 ATCC 33323
G000196015	48126	6913352	0.006961311965599321	Cupriavidus metallidurans CH34
G000204645	47712	5070751	0.009409257129762436	Alicycliphilus denitrificans K601
G000017005	47424	2196662	0.021589120219678768	Streptococcus gordonii str. Challis substr. CH1
G001878775	47249	3220005	0.014673579699410405	Acinetobacter sp. AR2-3 ASM187877v1
G001586165	46963	5011796	0.009370493132601566	Obesumbacterium proteus DSM 2777
G000954135	45914	5072301	0.009051907605640912	Ralstonia mannitolilytica SN82F48
G000368025	45816	2912642	0.015730048526389442	Acinetobacter parvus DSM 16617 = CIP 108168
G000949895	45790	6298483	0.007270004539188246	Agrobacterium arsenijevicii KFB 330
G000698595	45523	8637375	0.005270467011100016	Caballeronia glathei DSM 50014
G001476195	44442	2296741	0.019350026842382316	Kocuria kristinae RSA28
G001679275	44238	2637244	0.01677432956525828	Moraxella osloensis CCUG 67237
G000318295	44054	3218123	0.01368934624313614	Capnocytophaga sp. oral taxon 326 str. F0382
G001457475	44036	6813182	0.006463352953142893	Achromobacter xylosoxidans NCTC10807
G000621185	43346	4710926	0.009201163423072237	Franconibacter pulveris DSM 19144
G000381265	42905	6832523	0.006279525147591893	Curvibacter lanceolatus ATCC 14669
G000463665	41847	2128234	0.019662781442266217	Cutibacterium granulosum DSM 20700 PG_DSM_assembly2012
G000190695	41252	2220455	0.018578174293106594	Kingella denitrificans ATCC 33394
G001368755	40792	1950408	0.02091459838146685	Lactobacillus fermentum 222
G001025155	40623	2021974	0.02009076278923468	Bifidobacterium angulatum DSM 20098 = JCM 7096
G000745855	39826	6535173	0.006094100339807377	Xenophilus azovorans DSM 13620
G001941055	39787	2076509	0.01916052374441912	Ruminococcus sp. Zagget7 ASM194105v1
G000020205	39658	5325729	0.007446492301805068	Ralstonia pickettii 12J
G001275345	39497	2854447	0.013837005906923478	Kocuria palustris MU14/1
G000007565	39099	6181873	0.006324782149358293	Pseudomonas putida KT2440
G000238215	38795	3405521	0.011391795851501137	Tannerella forsythia 92A2
G000214035	38770	4234613	0.009155500160227157	Methyloversatilis universalis FAM5
G000160655	38758	2642494	0.014667204542375498	Cardiobacterium hominis ATCC 15826
G000315525	38440	5532579	0.006947935131156735	Sphingobium yanoikuyae ATCC 51230
G000513215	37746	5113802	0.007381200914701038	Serratia marcescens subsp. marcescens Db11
G000011365	36898	9105828	0.004052130130285791	Bradyrhizobium diazoefficiens USDA 110
G000426665	36703	2350599	0.015614317882378066	Selenomonas artemidis DSM 19719
G000219605	36194	4547930	0.00795834588483112	Pseudomonas stutzeri CGMCC 1.1803
G000318095	36160	2553017	0.014163634633063547	Prevotella sp. oral taxon 473 str. F0040
G000614105	35936	2426740	0.014808343703899059	Prevotella micans DSM 21469 = JCM 16134
G000015885	35901	2274482	0.015784253293716986	Actinobacillus pleuropneumoniae serovar 5b str. L20
G000184745	35756	6550056	0.005458884626329912	Variovorax paradoxus EPS
G000565015	35521	2040170	0.017410804001627315	Porphyromonas catoniae ATCC 51270
G000014205	35045	2388435	0.014672787829687641	Streptococcus sanguinis SK36
G001982185	34701	1915262	0.018118147804321288	Lactobacillus fermentum RI-508
G000369005	34669	3563334	0.009729371425749032	Acinetobacter beijerinckii CIP 110307
G000241465	34442	4264936	0.008075619423128507	Sphingomonas echinoides ATCC 14820
G000284375	34357	9207384	0.003731461618196873	Bradyrhizobium japonicum USDA 6 ASM28437v1
G000376645	34026	2731870	0.01245520467665006	Mannheimia haemolytica M42548
G001761345	33922	4196755	0.008082911678189458	Sphingomonas melonis TY ASM176134v1
G900106575	33589	2723453	0.012333240191771256	Capnocytophaga granulosa DSM 11449
G000411115	33547	2746278	0.012215442136593601	Capnocytophaga granulosa ATCC 51502
G000187125	33496	2210307	0.01515445591947182	Selenomonas artemidis F0399
G000473125	32730	9826880	0.003330660392718747	Bradyrhizobium genosp. SA-4 str. CB756
G000369105	32572	3218415	0.010120509629740105	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512 CIP 64.10
G000287655	32393	2336249	0.01386538849240813	Selenomonas sp. FOBRC9 SspFOBRC9v1.0
G000271425	31647	3464338	0.00913507862108143	Acinetobacter venetianus RAG-1 = CIP 110063 RAG-1
G000163695	31501	2113539	0.01490438548803689	Bacteroidetes oral taxon 274 str. F0058
G001028525	31228	1412688	0.022105376417156514	Treponema endosymbiont of Eucomonympha sp. C1
G001594265	31194	2367908	0.01317365370614061	Aggregatibacter actinomycetemcomitans 624
G000466245	30951	3327711	0.009300987976419827	Actinomyces johnsonii F0542
G001185205	30848	4594249	0.0067144815180892456	Devosia sp. H5989 ASM118520v1
G001641695	30649	8679329	0.0035312637647449473	Bradyrhizobium neotropicale BR 10247
G000372405	30534	2356678	0.012956373335686928	Porphyromonas somerae DSM 23386
G000488255	30441	3211639	0.009478338007478425	Acinetobacter indicus CIP 110367
G001436835	30383	1900053	0.015990606577816514	Lactobacillus fermentum DSM 20055
G000463355	30325	1996214	0.015191257049594883	Streptococcus intermedius B196
G000293175	29476	2785060	0.010583613997544039	Capnocytophaga sp. CM59 CspCM59v1.0
G000179055	29190	3592947	0.008124250093307805	Prevotella bryantii B14 ASM17905v1
G001611775	29132	2277540	0.01279099379154702	[Haemophilus] parasuis SC1401
G001584645	29041	3763378	0.0077167374629920245	Acinetobacter venetianus LUH5627
G001709315	28974	5115241	0.005664249250426324	Pantoea agglomerans C410P1
G000023285	28878	2612925	0.011051981974224289	Capnocytophaga ochracea DSM 7271
G000271925	28618	2590781	0.011046089962833601	Capnocytophaga sp. oral taxon 412 str. F0487
G000010505	28502	2354886	0.012103345979380743	Porphyromonas gingivalis ATCC 33277
G000763765	28319	2639435	0.010729190148649237	Rothia dentocariosa C6D
G001070095	28225	1916254	0.01472925822985888	Streptomyces cattleya 1093_SCAT
G000067205	28203	5287950	0.005333446798853998	Bordetella petrii DSM 12804
G000221605	27988	1731014	0.01616855785106302	Veillonella sp. oral taxon 780 str. F0422
G000347595	27772	2407846	0.011533960228353474	Bibersteinia trehalosi USDA-ARS-USMARC-192
G000219275	27768	3184320	0.008720229122701236	Acinetobacter lwoffii WJ10621
G000154525	27712	4009829	0.006911017901262123	Bacteroides stercoris ATCC 43183
G000021885	27691	2269156	0.012203215644935827	Haemophilus parasuis SH0165
G001262055	27648	2049088	0.013492831933035574	Actinomyces meyeri W712
G000024225	27591	1543805	0.017872075812683595	Atopobium parvulum DSM 20469
G000190575	27310	4308663	0.0063383931395887775	Bacteroides salanitronis DSM 18170
G000521765	27250	2443169	0.01115354688930647	Bibersteinia trehalosi USDA-ARS-USMARC-190
G000019945	27197	5848997	0.00464985706096276	Methylobacterium populi BJ001
G001866515	27069	5969261	0.004534732188791879	Massilia timonae NEU
G000308055	27050	1864179	0.014510409139894829	Actinomyces sp. ph3 ASM30805v1
G000194985	27047	1281836	0.021100203146112294	Dialister micraerophilus DSM 19965
G000953875	26654	4669233	0.005708432198607351	Ralstonia mannitolilytica MRY14-0246
G900130115	26592	5162116	0.005151375908639015	Nissabacter archeti 2134
G000689415	26556	6162905	0.004309006872570647	Pseudomonas knackmussii B13
G001705425	26542	6303257	0.00421083893612461	Mesorhizobium sp. UASWS1009 ASM170542v1
G000154845	26508	4300117	0.006164483431497329	Bacteroides coprocola DSM 17136
G001908185	26486	8705449	0.0030424622555367334	Bradyrhizobium sp. AS23.2 ASM190818v1
G000754275	26459	2271840	0.011646506796253257	Pasteurella multocida ATCC 43137
G000311925	26144	3163675	0.008263807123045192	Alistipes obesi isolate ph8
G000270145	26051	2362241	0.011028087312005845	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
G900011245	25981	7547693	0.003442243875048972	Bradyrhizobium sp. BF49.v1
G000175375	25943	2855988	0.009083721640287003	Corynebacterium matruchotii ATCC 14266
G000425005	25880	2335946	0.011079023230845234	Solobacterium moorei DSM 22971
G000741215	25830	2160836	0.011953706806069503	Bifidobacterium gallinarum LMG 11586
G000007945	25779	1698955	0.015173444852865437	Haemophilus ducreyi 35000HP
G900104755	25735	8269569	0.0031120122463456075	Bradyrhizobium lablabi GAS522
G900106785	25489	3475353	0.007334218998760702	Prevotellamassilia timonensis Marseille-P2831
G000746525	25472	5764622	0.004418676541150486	Pseudomonas alkylphenolica KL28
G001714725	25452	4574859	0.0055634501522342	Acidovorax sp. RAC01 ASM171472v1
G000072485	25380	4851126	0.005231775055935467	Stenotrophomonas maltophilia K279a
G000187895	25303	4421924	0.00572216980662716	Bacteroides plebeius DSM 17135
G000318335	25271	1901306	0.013291390233870824	Actinomyces sp. oral taxon 181 str. F0379
G000007145	25132	5076188	0.004950959263132098	Xanthomonas campestris pv. campestris str. ATCC 33913
G000368825	24976	3535739	0.007063869816182699	Acinetobacter ursingii DSM 16037 = CIP 107286
G900091655	24887	4410591	0.005642554478526801	Culturomica massiliensis Marseille-P2698
G000705335	24853	5361575	0.004635391652639383	Mangrovibacter sp. MFB070 Mangrovibacter1.0
G000302695	24754	4616889	0.005361619046938317	Enterobacteriaceae bacterium LSJC7 LSJC7_1.0
G001070855	24735	1923996	0.012856055833795912	Trueperella pyogenes 331_TPYO
G000007265	24733	2160267	0.011449047733451467	Streptococcus agalactiae 2603V/R
G000186945	24706	2008072	0.012303343704807398	Solobacterium moorei F0204
G001758345	24541	2951447	0.008314904519715244	Acinetobacter towneri 5-2Ac02
G900103375	24432	4365123	0.005597093140330754	Pseudomonas balearica DSM 6083
G000420505	24429	1847146	0.01322526752081319	Alloscardovia omnicolens DSM 21503
G000009925	24334	5310990	0.004581819962003317	Bacteroides fragilis YCH46
G000614065	24169	2546609	0.009490659932482765	Prevotella dentasini JCM 15908
G000411555	24111	1665560	0.014476212204904056	Atopobium sp. oral taxon 199 str. F0494
G000019725	24110	6899110	0.0034946536582254814	Methylobacterium radiotolerans JCM 2831
G001654915	24054	5087094	0.00472843631354168	Buttiauxella ferragutiae ATCC 51602
G000368925	24032	5026532	0.004781029942711993	Acinetobacter bereziniae LMG 1003 = CIP 70.12
G000368585	23994	3458264	0.006938163194018733	Acinetobacter venetianus RAG-1 = CIP 110063
